eV, e1, e2
6	-7.442181	5.87618
5.98	-7.499888	6.066816
5.96	-7.479068	6.125376
5.94	-7.489613	6.261684
5.92	-7.634469	6.34082
5.9	-7.719436	6.459012
5.88	-7.738425	6.499712
5.86	-7.815622	6.62302
5.84	-7.860345	6.68727
5.82	-7.898465	6.76995
5.8	-7.988339	6.899973
5.78	-8.072401	6.972959
5.76	-8.109306	7.098632
5.74	-8.1685	7.184208
5.72	-8.230001	7.263776
5.7	-8.292142	7.344317
5.68	-8.4002	7.49265
5.66	-8.45598	7.6293
5.64	-8.549276	7.745036
5.62	-8.650875	7.8793
5.6	-8.723428	7.995764
5.58	-8.819759	8.16684
5.56	-8.891624	8.3072
5.54	-8.985888	8.487666
5.52	-9.051465	8.66583
5.5	-9.107604	8.84936
5.48	-9.160717	9.040956
5.46	-9.186236	9.261853
5.44	-9.217443	9.487206
5.42	-9.194855	9.707516
5.4	-9.166112	9.902778
5.38	-9.08742	10.11747
5.36	-9.014748	10.27914
5.34	-8.920193	10.41494
5.32	-8.823806	10.51726
5.3	-8.749368	10.58877
5.28	-8.683491	10.60682
5.26	-8.654236	10.63392
5.24	-8.651056	10.64061
5.22	-8.667944	10.65685
5.2	-8.677487	10.63677
5.18	-8.794373	10.66744
5.16	-8.894651	10.68166
5.14	-8.99208	10.70246
5.12	-9.140135	10.72157
5.1	-9.289999	10.77392
5.08	-9.444501	10.83614
5.06	-9.627763	10.91082
5.04	-9.819392	10.98854
5.02	-10.02033	11.08655
5	-10.24433	11.1941
4.98	-10.46498	11.3337
4.96	-10.69502	11.47712
4.94	-10.95984	11.62656
4.92	-11.2254	11.80204
4.9	-11.50459	11.97431
4.88	-11.77086	12.18542
4.86	-12.08931	12.41007
4.84	-12.40076	12.64104
4.82	-12.72973	12.90741
4.8	-13.08348	13.19436
4.78	-13.45004	13.48773
4.76	-13.84888	13.83379
4.74	-14.27982	14.21447
4.72	-14.71535	14.62901
4.7	-15.18605	15.10133
4.68	-15.70406	15.6078
4.66	-16.2369	16.208
4.64	-16.79216	16.88849
4.62	-17.35477	17.68986
4.6	-17.93153	18.59971
4.58	-18.45621	19.61815
4.56	-18.9332	20.75372
4.54	-19.34373	22.04064
4.52	-19.6392	23.44146
4.5	-19.81932	24.91196
4.48	-19.88672	26.48131
4.46	-19.81243	28.1124
4.44	-19.61016	29.78616
4.42	-19.28774	31.54819
4.4	-18.82392	33.34659
4.38	-18.21642	35.26711
4.36	-17.45026	37.29163
4.34	-16.33327	39.50158
4.32	-14.76792	41.86942
4.3	-12.41058	44.08797
4.28	-9.45542	45.77945
4.26	-6.129281	46.6799
4.24	-2.931581	46.7569
4.22	-0.0673187	46.24332
4.2	2.372182	45.35088
4.18	4.343047	44.27138
4.16	5.978306	43.15059
4.14	7.316386	42.03159
4.12	8.424749	40.95806
4.1	9.367943	39.94918
4.08	10.1172	39.01318
4.06	10.7756	38.13192
4.04	11.34193	37.33392
4.02	11.82772	36.6095
4	12.23353	35.94174
3.98	12.63624	35.35352
3.96	13.01058	34.83953
3.94	13.33204	34.35172
3.92	13.65515	33.94126
3.9	13.96454	33.56707
3.88	14.25434	33.23902
3.86	14.56521	32.93995
3.84	14.89103	32.67936
3.82	15.21218	32.44394
3.8	15.5291	32.23366
3.78	15.84852	32.03833
3.76	16.17464	31.87432
3.74	16.53461	31.74369
3.72	16.87771	31.61517
3.7	17.23297	31.5341
3.68	17.58652	31.47796
3.66	17.95518	31.44257
3.64	18.32132	31.45923
3.62	18.70809	31.51339
3.6	19.12544	31.6383
3.58	19.57461	31.83458
3.56	20.07243	32.12574
3.54	20.68124	32.53228
3.52	21.42122	33.07897
3.5	22.38791	33.81708
3.48	23.71063	34.69613
3.46	25.60071	35.63512
3.44	28.1836	36.3148
3.42	31.4907	36.3467
3.4	35.21946	35.28402
3.38	38.79112	32.8858
3.36	41.48103	29.48109
3.34	43.13834	25.54046
3.32	43.73946	21.44409
3.3	43.26565	17.72522
3.28	42.13013	14.6187
3.26	40.73528	12.19428
3.24	39.22763	10.29508
3.22	37.74443	8.83218
3.2	36.35094	7.63812
3.18	35.06398	6.673656
3.16	33.87394	5.90042
3.14	32.78559	5.238523
3.12	31.79467	4.704133
3.1	30.87514	4.311184
3.08	30.04702	3.90003
3.06	29.26816	3.56636
3.04	28.51384	3.348476
3.02	27.83597	3.075288
3	27.19692	2.809436
2.98	26.60187	2.63364
2.96	26.04235	2.493192
2.94	25.53138	2.306448
2.92	25.04556	2.113798
2.9	24.5703	2.014164
2.88	24.12941	1.907406
2.86	23.70216	1.80264
2.84	23.30433	1.78747
2.82	22.92478	1.62894
2.8	22.56444	1.549478
2.78	22.23732	1.405964
2.76	21.89892	1.395236
2.74	21.58621	1.236368
2.72	21.28106	1.20913
2.7	20.98699	1.19158
2.68	20.71265	1.192886
2.66	20.43052	1.211894
2.64	20.19062	1.0788
2.62	19.93076	1.07184
2.6	19.72326	0.79956
2.58	19.49222	0.830208
2.56	19.27399	0.7289059
2.54	19.06445	0.689986
2.52	18.85572	0.668822
2.5	18.65707	0.63072
2.48	18.46747	0.627508
2.46	18.28837	0.564564
2.44	18.09984	0.61272
2.42	17.93163	0.5082
2.4	17.76263	0.5058
2.38	17.60328	0.469952
2.36	17.44452	0.442762
2.34	17.29543	0.357674
2.32	17.13757	0.3726
2.3	16.99683	0.3958078
2.28	16.8573	0.361328
2.26	16.71799	0.359832
2.24	16.5883	0.260672
2.22	16.45781	0.308332
2.2	16.33674	0.2586881
2.18	16.20752	0.273768
2.16	16.08883	0.240672
2.14	15.97528	0.2158382
2.12	15.86339	0.2389798
2.1	15.75206	0.23814
2.08	15.64921	0.213624
2.06	15.54662	0.19715
2.04	15.45214	0.19655
2.02	15.35015	0.188064
2	15.25635	0.171864
1.98	15.15496	0.1712918
1.96	15.06956	0.1475159
1.94	14.97658	0.13932
1.92	14.88388	0.131172
1.9	14.79915	0.123104
1.88	14.72231	0.122784
1.86	14.63805	0.11478
1.84	14.55403	0.10682
1.82	14.47786	0.09893
1.8	14.40945	0.098696
1.78	14.3412	0.098462
1.76	14.27314	0.090672
1.74	14.1977	0.082896
1.72	14.145	0.082742
1.7	14.0774	0.07504
1.68	14.02492	0.0749
1.66	13.95762	0.06724804
1.64	13.8979	0.067104
1.62	13.84578	0.059536
1.6	13.79373	0.059424
1.58	13.79373	0.059424
1.56	13.66776	0.05175804
1.54	13.60131	0.044256
1.52	13.54973	0.044172
1.5	13.4909	0.03673
